,ID,AGE,Ethnicity,Married,Family Size,Education1,Education2,Income,Language,Education,Coffee,Hot Tea,Iced Tea,Egg Salad,Pickles,Corned Beef
2616,33743.0,26.0,4,6,3,0,3,5,1,3,1.0,1.0,3.0,1.0,2.0,1.0
2617,33744.0,48.0,3,1,2,0,3,3,1,3,8.0,6.0,10.0,8.0,5.0,3.0
2618,33745.0,46.0,3,1,2,0,5,11,1,5,8.0,2.0,1.0,8.0,5.0,3.0
2620,33747.0,7.0,2,0,7,1,0,2,2,1,2.0,1.0,1.0,2.0,8.0,4.0
2621,33748.0,39.0,4,3,3,0,2,2,1,2,6.0,1.0,5.0,6.0,2.0,7.0
2622,33749.0,2.0,3,0,3,0,0,8,1,0,1.0,1.0,1.0,1.0,3.0,1.0
2627,33754.0,48.0,1,1,4,0,4,11,1,4,8.0,1.0,5.0,8.0,1.0,3.0
2628,33755.0,23.0,3,5,4,0,2,11,1,2,5.0,2.0,3.0,5.0,7.0,3.0
2629,33756.0,43.0,3,1,4,0,4,11,1,4,1.0,1.0,6.0,1.0,5.0,1.0
2632,33759.0,4.0,3,0,5,0,0,7,1,0,1.0,7.0,2.0,1.0,8.0,1.0
2634,33761.0,54.0,3,1,3,0,5,11,1,5,8.0,6.0,2.0,8.0,5.0,5.0
2635,33762.0,44.0,3,5,1,0,5,11,1,5,9.0,3.0,6.0,9.0,5.0,3.0
2637,33764.0,3.0,4,0,4,0,0,5,1,0,1.0,1.0,1.0,1.0,3.0,1.0
2638,33765.0,41.0,4,5,1,0,4,7,1,4,1.0,1.0,2.0,1.0,1.0,3.0
2639,33766.0,15.0,1,5,7,9,0,99,2,9,2.0,2.0,1.0,2.0,4.0,5.0
2641,33768.0,65.0,3,1,2,0,3,8,1,3,8.0,2.0,5.0,8.0,3.0,2.0
2644,33771.0,66.0,1,1,3,0,1,3,1,1,7.0,1.0,3.0,7.0,2.0,3.0
2646,33773.0,6.0,1,0,5,0,0,6,2,0,1.0,1.0,1.0,1.0,1.0,4.0
2648,33775.0,50.0,4,1,5,0,5,11,1,5,3.0,1.0,5.0,3.0,3.0,2.0
2649,33776.0,4.0,4,0,5,0,0,7,1,0,1.0,1.0,1.0,1.0,1.0,7.0
2650,33777.0,33.0,1,1,2,0,3,9,1,3,5.0,1.0,6.0,5.0,1.0,5.0
2654,33781.0,6.0,3,0,4,0,0,11,1,0,1.0,1.0,1.0,1.0,5.0,2.0
2655,33782.0,9.0,4,0,2,3,0,4,1,3,1.0,3.0,5.0,1.0,1.0,1.0
2656,33783.0,18.0,1,6,4,11,0,12,1,11,10.0,1.0,1.0,10.0,3.0,3.0
2657,33784.0,54.0,3,1,2,0,5,11,1,5,8.0,2.0,7.0,8.0,5.0,1.0
2660,33787.0,14.0,4,5,4,7,0,4,1,7,1.0,1.0,1.0,1.0,1.0,1.0
2661,33788.0,18.0,4,5,1,13,0,1,1,13,1.0,1.0,4.0,1.0,1.0,5.0
2662,33789.0,25.0,4,5,3,0,4,6,1,4,2.0,5.0,2.0,2.0,6.0,7.0
2663,33790.0,17.0,4,5,2,10,0,8,1,10,1.0,1.0,3.0,1.0,1.0,1.0
2664,33791.0,5.0,5,0,4,0,0,8,1,0,1.0,1.0,1.0,1.0,9.0,6.0
2665,33792.0,73.0,1,2,7,0,1,6,2,1,6.0,1.0,3.0,6.0,5.0,5.0
2666,33793.0,76.0,3,1,2,0,5,6,1,5,88.0,88.0,88.0,88.0,88.0,88.0
2668,33795.0,18.0,3,5,5,13,0,7,1,13,1.0,1.0,8.0,1.0,6.0,2.0
2669,33796.0,81.0,3,2,1,0,4,4,1,4,1.0,3.0,2.0,1.0,3.0,1.0
2670,33797.0,45.0,1,3,2,0,4,5,1,4,8.0,1.0,6.0,8.0,5.0,5.0
2671,33798.0,50.0,4,5,1,0,4,1,1,4,5.0,1.0,1.0,5.0,5.0,5.0
2673,33800.0,18.0,4,5,1,13,0,1,1,13,1.0,1.0,5.0,1.0,3.0,7.0
2674,33801.0,13.0,3,0,5,6,0,11,1,6,1.0,1.0,1.0,1.0,8.0,5.0
2676,33803.0,38.0,3,1,4,0,3,7,1,3,6.0,3.0,4.0,6.0,6.0,5.0
2678,33805.0,28.0,4,1,2,0,2,10,1,2,8.0,1.0,2.0,8.0,4.0,1.0
2679,33806.0,55.0,3,1,2,0,5,11,1,5,7.0,5.0,7.0,7.0,2.0,1.0
2681,33808.0,74.0,1,4,7,0,1,99,2,1,8.0,1.0,1.0,8.0,1.0,1.0
2682,33809.0,14.0,4,5,6,7,0,3,1,7,1.0,1.0,7.0,1.0,7.0,5.0
2683,33810.0,13.0,3,0,3,7,0,7,1,7,3.0,1.0,3.0,3.0,2.0,1.0
2685,33812.0,80.0,4,1,4,0,1,3,1,1,7.0,1.0,3.0,7.0,2.0,3.0
2687,33814.0,22.0,1,5,7,0,1,5,2,1,1.0,2.0,1.0,1.0,1.0,1.0
2688,33815.0,14.0,1,5,7,6,0,6,2,6,4.0,1.0,1.0,4.0,1.0,7.0
2689,33816.0,15.0,3,5,5,9,0,9,1,9,1.0,1.0,1.0,1.0,6.0,1.0
2691,33818.0,6.0,5,0,7,0,0,9,1,0,2.0,2.0,4.0,2.0,5.0,2.0
2692,33819.0,84.0,3,1,2,0,5,7,1,5,8.0,1.0,1.0,8.0,1.0,5.0
2693,33820.0,3.0,3,0,4,0,0,11,1,0,1.0,1.0,1.0,1.0,3.0,2.0
2694,33821.0,25.0,1,5,1,0,2,9,2,2,2.0,1.0,2.0,2.0,2.0,1.0
2696,33823.0,24.0,2,1,1,0,5,11,2,5,6.0,1.0,2.0,6.0,6.0,4.0
2697,33824.0,9.0,1,0,4,3,0,8,1,3,1.0,1.0,2.0,1.0,1.0,1.0
2698,33825.0,61.0,1,1,2,0,1,2,2,1,1.0,99.0,2.0,1.0,1.0,1.0
2700,33827.0,43.0,3,5,1,0,3,7,1,3,7.0,1.0,1.0,7.0,5.0,4.0
2701,33828.0,19.0,4,5,5,11,0,3,1,11,1.0,2.0,3.0,1.0,3.0,1.0
2703,33830.0,16.0,3,5,4,10,0,11,1,10,1.0,1.0,1.0,1.0,4.0,5.0
2704,33831.0,16.0,5,5,5,8,0,11,1,8,6.0,1.0,1.0,6.0,1.0,5.0
2707,33834.0,13.0,1,0,5,7,0,7,1,7,1.0,1.0,1.0,1.0,5.0,1.0
2708,33835.0,9.0,1,0,5,3,0,3,2,3,3.0,1.0,1.0,3.0,1.0,1.0
2709,33836.0,19.0,4,5,3,12,0,2,1,12,1.0,1.0,5.0,1.0,3.0,3.0
2711,33838.0,57.0,3,1,2,0,3,7,1,3,8.0,1.0,8.0,8.0,2.0,3.0
2712,33839.0,13.0,5,0,5,7,0,4,1,7,1.0,1.0,6.0,1.0,7.0,6.0
2713,33840.0,35.0,3,5,1,0,5,6,1,5,8.0,6.0,2.0,8.0,3.0,2.0
2714,33841.0,21.0,4,5,4,0,2,6,1,2,1.0,1.0,1.0,1.0,1.0,7.0
2715,33842.0,19.0,1,5,5,66,0,4,1,66,3.0,2.0,7.0,3.0,4.0,1.0
2717,33844.0,13.0,1,0,4,6,0,11,1,6,1.0,1.0,1.0,1.0,1.0,1.0
2719,33846.0,10.0,1,0,5,4,0,6,1,4,2.0,3.0,2.0,2.0,6.0,6.0
2720,33847.0,45.0,1,1,5,0,2,3,1,2,2.0,1.0,3.0,2.0,3.0,2.0
2723,33850.0,14.0,1,5,7,8,0,6,2,8,1.0,1.0,2.0,1.0,1.0,4.0
2725,33852.0,23.0,3,5,3,0,4,10,1,4,1.0,1.0,2.0,1.0,4.0,1.0
2727,33854.0,63.0,1,3,3,0,2,4,1,2,1.0,1.0,88.0,1.0,1.0,8.0
2728,33855.0,11.0,1,0,4,5,0,11,1,5,1.0,1.0,1.0,1.0,5.0,3.0
2729,33856.0,21.0,4,5,1,0,4,2,1,4,1.0,1.0,1.0,1.0,2.0,2.0
2734,33861.0,81.0,3,1,2,0,3,6,1,3,8.0,1.0,5.0,8.0,9.0,3.0
2735,33862.0,3.0,5,0,4,0,0,3,1,0,1.0,1.0,1.0,1.0,1.0,8.0
2736,33863.0,16.0,4,5,2,10,0,11,1,10,1.0,2.0,3.0,1.0,1.0,3.0
2737,33864.0,61.0,3,6,1,0,5,11,1,5,88.0,88.0,88.0,88.0,3.0,2.0
2740,33867.0,29.0,3,5,1,0,5,8,1,5,3.0,4.0,3.0,3.0,5.0,5.0
2741,33868.0,4.0,2,0,2,0,0,5,1,0,1.0,1.0,3.0,1.0,6.0,1.0
2745,33872.0,15.0,4,5,3,9,0,6,1,9,1.0,2.0,4.0,1.0,4.0,1.0
2746,33873.0,2.0,1,0,6,0,0,6,2,0,1.0,1.0,1.0,1.0,1.0,1.0
2749,33876.0,49.0,3,1,2,0,3,10,1,3,7.0,1.0,2.0,7.0,2.0,10.0
2750,33877.0,30.0,3,1,4,0,4,11,1,4,8.0,1.0,1.0,8.0,1.0,1.0
2753,33880.0,29.0,3,1,4,0,4,6,1,4,7.0,4.0,1.0,7.0,8.0,1.0
2757,33884.0,10.0,4,0,5,4,0,9,1,4,1.0,1.0,1.0,1.0,1.0,1.0
2758,33885.0,40.0,3,1,4,0,5,11,1,5,8.0,2.0,4.0,8.0,4.0,3.0
2759,33886.0,11.0,3,0,3,5,0,11,1,5,1.0,1.0,1.0,1.0,3.0,1.0
2762,33889.0,13.0,1,0,5,7,0,5,2,7,1.0,1.0,1.0,1.0,1.0,1.0
2763,33890.0,16.0,1,6,4,8,0,4,1,8,1.0,1.0,1.0,1.0,2.0,2.0
2764,33891.0,3.0,1,0,6,0,0,7,2,0,2.0,1.0,1.0,2.0,1.0,5.0
2765,33892.0,70.0,3,2,1,0,3,8,1,3,9.0,1.0,1.0,9.0,1.0,1.0
2767,33894.0,63.0,3,3,1,0,4,6,1,4,4.0,7.0,6.0,4.0,5.0,2.0
2768,33895.0,64.0,4,1,2,0,4,8,1,4,1.0,7.0,8.0,1.0,9.0,5.0
2772,33899.0,30.0,3,3,1,0,4,2,1,4,1.0,1.0,2.0,1.0,7.0,1.0
2774,33901.0,42.0,4,1,5,0,4,11,1,4,1.0,1.0,2.0,1.0,4.0,4.0
2775,33902.0,13.0,4,0,4,5,0,4,1,5,1.0,1.0,1.0,1.0,2.0,5.0
2776,33903.0,4.0,3,0,6,0,0,8,1,0,1.0,1.0,1.0,1.0,3.0,1.0
2777,33904.0,57.0,3,1,2,0,1,5,1,1,7.0,99.0,7.0,7.0,88.0,8.0
2780,33907.0,26.0,1,1,4,0,4,4,2,4,1.0,3.0,1.0,1.0,1.0,1.0
2783,33910.0,42.0,4,1,4,0,5,7,1,5,3.0,7.0,1.0,3.0,3.0,1.0
2786,33913.0,54.0,4,5,1,0,2,8,1,2,1.0,6.0,3.0,1.0,2.0,2.0
2788,33915.0,85.0,3,1,2,0,4,8,1,4,8.0,1.0,4.0,8.0,88.0,2.0
2789,33916.0,69.0,3,1,2,0,3,6,1,3,7.0,2.0,3.0,7.0,8.0,3.0
2790,33917.0,51.0,1,1,3,0,2,10,1,2,8.0,1.0,3.0,8.0,6.0,5.0
2791,33918.0,31.0,1,5,1,0,4,3,1,4,1.0,1.0,1.0,1.0,2.0,1.0
2793,33920.0,17.0,4,5,4,11,0,5,1,11,1.0,1.0,6.0,1.0,1.0,5.0
2795,33922.0,83.0,3,1,2,0,3,6,1,3,1.0,4.0,1.0,1.0,2.0,3.0
2797,33924.0,24.0,2,5,3,0,2,3,1,2,1.0,1.0,1.0,1.0,5.0,2.0
2798,33925.0,71.0,3,3,1,0,5,7,1,5,2.0,1.0,1.0,2.0,1.0,1.0
2799,33926.0,6.0,4,0,6,0,0,11,1,0,1.0,1.0,3.0,1.0,5.0,1.0
2800,33927.0,12.0,4,0,5,6,0,10,1,6,1.0,1.0,9.0,1.0,2.0,3.0
2801,33928.0,67.0,1,1,3,0,3,8,1,3,6.0,3.0,3.0,6.0,3.0,88.0
2803,33930.0,74.0,3,1,2,0,3,6,1,3,8.0,1.0,3.0,8.0,8.0,3.0
2804,33931.0,35.0,3,1,6,0,5,6,1,5,1.0,7.0,1.0,1.0,4.0,3.0
2805,33932.0,28.0,3,5,1,0,4,11,1,4,8.0,7.0,3.0,8.0,3.0,2.0
2807,33934.0,57.0,3,1,2,0,4,9,1,4,8.0,1.0,4.0,8.0,6.0,2.0
2809,33936.0,9.0,3,0,3,2,0,6,1,2,1.0,1.0,1.0,1.0,7.0,5.0
2811,33938.0,67.0,4,1,2,0,5,5,1,5,3.0,6.0,3.0,3.0,9.0,1.0
2814,33941.0,81.0,1,1,2,0,3,5,1,3,7.0,7.0,7.0,7.0,7.0,4.0
2815,33942.0,7.0,4,0,7,0,0,3,1,0,1.0,1.0,4.0,1.0,5.0,5.0
2817,33944.0,15.0,1,5,5,9,0,3,1,9,1.0,1.0,1.0,1.0,2.0,1.0
2818,33945.0,65.0,3,3,1,0,2,11,1,2,6.0,1.0,9.0,6.0,4.0,1.0
2820,33947.0,64.0,3,1,3,0,5,10,1,5,7.0,1.0,5.0,7.0,3.0,5.0
2821,33948.0,17.0,1,5,7,11,0,0,1,11,3.0,3.0,1.0,3.0,2.0,5.0
2822,33949.0,54.0,3,1,4,0,4,11,1,4,3.0,2.0,3.0,3.0,5.0,5.0
2824,33951.0,17.0,3,5,4,9,0,5,1,9,2.0,1.0,8.0,2.0,2.0,1.0
2825,33952.0,21.0,1,5,6,0,1,8,2,1,2.0,1.0,1.0,2.0,1.0,1.0
2827,33954.0,30.0,3,1,2,0,5,8,1,5,5.0,2.0,6.0,5.0,1.0,2.0
2831,33958.0,15.0,4,5,4,9,0,11,1,9,1.0,1.0,1.0,1.0,1.0,1.0
2833,33960.0,59.0,4,3,5,0,2,11,1,2,5.0,5.0,3.0,5.0,5.0,5.0
2836,33963.0,21.0,3,1,2,0,4,7,1,4,1.0,2.0,1.0,1.0,2.0,1.0
2838,33965.0,50.0,4,3,1,0,4,8,1,4,1.0,1.0,5.0,1.0,5.0,3.0
2840,33967.0,24.0,3,5,4,0,5,11,1,5,1.0,1.0,4.0,1.0,1.0,2.0
2841,33968.0,13.0,3,0,3,6,0,6,1,6,1.0,1.0,1.0,1.0,2.0,2.0
2842,33969.0,19.0,3,5,1,15,0,2,1,15,1.0,1.0,1.0,1.0,4.0,1.0
2844,33971.0,64.0,3,1,2,0,3,1,1,3,8.0,1.0,1.0,8.0,2.0,3.0
2845,33972.0,65.0,4,1,2,0,4,8,1,4,8.0,2.0,5.0,8.0,7.0,3.0
2847,33974.0,25.0,3,1,3,0,4,11,1,4,2.0,1.0,4.0,2.0,3.0,1.0
2849,33976.0,9.0,4,0,7,2,0,7,1,2,1.0,1.0,1.0,1.0,5.0,5.0
2850,33977.0,18.0,3,5,3,13,0,0,1,13,1.0,1.0,4.0,1.0,1.0,7.0
2851,33978.0,48.0,3,1,5,0,4,11,1,4,1.0,8.0,1.0,1.0,6.0,2.0
2854,33981.0,20.0,4,5,1,0,4,1,1,4,2.0,1.0,6.0,2.0,2.0,1.0
2855,33982.0,85.0,3,2,1,0,3,5,1,3,8.0,2.0,3.0,8.0,2.0,1.0
2856,33983.0,30.0,3,1,2,0,5,11,1,5,2.0,2.0,2.0,2.0,5.0,1.0
2858,33985.0,17.0,4,5,3,10,0,2,1,10,1.0,5.0,4.0,1.0,3.0,5.0
2860,33987.0,15.0,4,5,3,9,0,7,1,9,1.0,1.0,1.0,1.0,6.0,1.0
2861,33988.0,23.0,3,1,4,0,2,8,1,2,3.0,2.0,1.0,3.0,8.0,4.0
2862,33989.0,8.0,4,0,4,2,0,11,1,2,1.0,3.0,3.0,1.0,7.0,1.0
2863,33990.0,82.0,3,2,1,0,4,5,1,4,8.0,1.0,4.0,8.0,5.0,1.0
2866,33993.0,11.0,1,0,5,4,0,5,2,4,1.0,1.0,1.0,1.0,6.0,1.0
2867,33994.0,13.0,4,0,4,7,0,5,1,7,1.0,1.0,1.0,1.0,2.0,1.0
2871,33998.0,46.0,3,1,3,0,4,3,1,4,1.0,1.0,1.0,1.0,7.0,9.0
2874,34001.0,16.0,4,5,4,10,0,8,1,10,1.0,1.0,1.0,1.0,1.0,5.0
2875,34002.0,21.0,4,5,2,0,3,6,1,3,2.0,1.0,1.0,2.0,5.0,7.0
2876,34003.0,12.0,3,0,6,6,0,11,1,6,2.0,1.0,1.0,2.0,1.0,1.0
2878,34005.0,8.0,3,0,4,1,0,11,1,1,1.0,1.0,1.0,1.0,7.0,6.0
2880,34007.0,14.0,3,5,6,8,0,10,1,8,1.0,1.0,1.0,1.0,1.0,1.0
2881,34008.0,16.0,4,5,5,10,0,11,1,10,2.0,3.0,2.0,2.0,3.0,2.0
2883,34010.0,17.0,3,5,3,11,0,8,1,11,1.0,1.0,2.0,1.0,5.0,5.0
2884,34011.0,16.0,3,5,1,11,0,11,1,11,3.0,4.0,3.0,3.0,5.0,6.0
2885,34012.0,82.0,3,1,2,0,1,4,1,1,6.0,1.0,1.0,6.0,1.0,1.0
2886,34013.0,14.0,5,5,4,7,0,5,1,7,1.0,1.0,1.0,1.0,1.0,6.0
2887,34014.0,10.0,5,0,4,4,0,11,1,4,1.0,1.0,1.0,1.0,1.0,1.0
2888,34015.0,76.0,3,1,2,0,3,6,1,3,7.0,5.0,6.0,7.0,2.0,1.0
2890,34017.0,30.0,3,1,2,0,5,11,1,5,3.0,8.0,8.0,3.0,9.0,3.0
2891,34018.0,2.0,1,0,7,0,0,13,2,0,2.0,2.0,2.0,2.0,1.0,5.0
2894,34021.0,23.0,3,1,5,0,3,9,1,3,1.0,2.0,5.0,1.0,5.0,1.0
2896,34023.0,24.0,1,1,6,0,3,8,2,3,1.0,1.0,1.0,1.0,1.0,1.0
2899,34026.0,18.0,4,5,3,11,0,11,1,11,1.0,1.0,5.0,1.0,5.0,1.0
2900,34027.0,16.0,4,5,6,9,0,6,1,9,1.0,3.0,2.0,1.0,3.0,5.0
2903,34030.0,15.0,4,5,6,9,0,11,1,9,1.0,1.0,4.0,1.0,1.0,1.0
2904,34031.0,85.0,3,1,2,0,3,6,1,3,7.0,5.0,1.0,7.0,5.0,2.0
2905,34032.0,15.0,1,5,1,8,0,4,2,8,3.0,88.0,88.0,3.0,7.0,2.0
2908,34035.0,9.0,4,0,5,2,0,11,1,2,1.0,1.0,1.0,1.0,1.0,2.0
2910,34037.0,20.0,3,5,4,0,4,7,1,4,2.0,2.0,4.0,2.0,4.0,2.0
2911,34038.0,17.0,4,5,4,10,0,7,1,10,1.0,1.0,1.0,1.0,2.0,2.0
2913,34040.0,84.0,3,2,2,0,4,6,1,4,1.0,8.0,4.0,1.0,10.0,7.0
2914,34041.0,22.0,1,1,6,0,3,5,2,3,7.0,5.0,1.0,7.0,1.0,1.0
2915,34042.0,54.0,4,2,1,0,4,3,1,4,2.0,6.0,5.0,2.0,4.0,2.0
2919,34046.0,48.0,3,1,4,0,3,7,1,3,5.0,1.0,1.0,5.0,7.0,4.0
2920,34047.0,57.0,3,1,2,0,5,11,1,5,8.0,1.0,7.0,8.0,4.0,2.0
2921,34048.0,2.0,3,0,5,0,0,3,1,0,1.0,1.0,1.0,1.0,1.0,2.0
2922,34049.0,15.0,4,5,2,8,0,5,1,8,1.0,1.0,1.0,1.0,4.0,7.0
2923,34050.0,74.0,3,2,2,0,1,3,1,1,8.0,1.0,5.0,8.0,7.0,88.0
2924,34051.0,36.0,3,5,3,0,4,5,1,4,1.0,1.0,6.0,1.0,8.0,6.0
2925,34052.0,22.0,3,5,6,0,3,11,1,3,1.0,1.0,1.0,1.0,2.0,2.0
2927,34054.0,15.0,4,5,3,9,0,3,1,9,1.0,1.0,1.0,1.0,1.0,2.0
2930,34057.0,11.0,3,0,4,5,0,11,1,5,1.0,2.0,5.0,1.0,2.0,1.0
2932,34059.0,9.0,4,0,5,3,0,7,1,3,2.0,1.0,1.0,2.0,2.0,1.0
2933,34060.0,70.0,1,2,3,0,4,3,1,4,4.0,1.0,1.0,4.0,3.0,5.0
2934,34061.0,15.0,4,5,4,8,0,6,1,8,1.0,3.0,3.0,1.0,2.0,1.0
2935,34062.0,67.0,3,1,2,0,5,8,1,5,8.0,4.0,8.0,8.0,6.0,3.0
2937,34064.0,81.0,3,1,2,0,5,99,1,5,7.0,7.0,2.0,7.0,3.0,1.0
2940,34067.0,7.0,3,0,4,1,0,11,1,1,1.0,1.0,1.0,1.0,1.0,2.0
2941,34068.0,20.0,4,6,1,0,3,7,1,3,1.0,1.0,1.0,1.0,8.0,2.0
2942,34069.0,62.0,3,1,2,0,5,11,1,5,5.0,6.0,1.0,5.0,1.0,1.0
2944,34071.0,8.0,1,0,5,2,0,7,2,2,1.0,1.0,1.0,1.0,1.0,1.0
2945,34072.0,4.0,3,0,4,0,0,11,1,0,1.0,1.0,1.0,1.0,4.0,5.0
2946,34073.0,39.0,1,1,2,0,5,11,1,5,8.0,3.0,3.0,8.0,5.0,3.0
2951,34078.0,37.0,3,1,5,0,4,5,1,4,1.0,1.0,3.0,1.0,1.0,5.0
2953,34080.0,44.0,3,1,5,0,5,6,1,5,8.0,2.0,2.0,8.0,6.0,88.0
2954,34081.0,4.0,1,0,5,0,0,5,2,0,1.0,1.0,2.0,1.0,1.0,3.0
2955,34082.0,14.0,3,5,4,8,0,8,1,8,1.0,1.0,1.0,1.0,1.0,2.0
2957,34084.0,65.0,4,2,1,0,3,7,1,3,5.0,5.0,5.0,5.0,88.0,7.0
2958,34085.0,12.0,3,0,5,6,0,11,1,6,1.0,1.0,2.0,1.0,5.0,5.0
2959,34086.0,64.0,3,1,2,0,1,7,1,1,1.0,1.0,1.0,1.0,88.0,9.0
2960,34087.0,81.0,3,1,3,0,3,5,1,3,9.0,3.0,3.0,9.0,3.0,4.0
2961,34088.0,36.0,5,6,5,0,4,9,1,4,5.0,4.0,3.0,5.0,2.0,2.0
2962,34089.0,4.0,3,0,5,0,0,11,1,0,1.0,1.0,1.0,1.0,6.0,7.0
2963,34090.0,65.0,3,3,1,0,2,4,1,2,9.0,2.0,1.0,9.0,6.0,4.0
2964,34091.0,69.0,5,1,2,0,5,11,1,5,8.0,7.0,1.0,8.0,2.0,1.0
2965,34092.0,55.0,3,1,2,0,4,6,1,4,8.0,1.0,2.0,8.0,8.0,5.0
2966,34093.0,22.0,3,1,3,0,1,4,1,1,1.0,3.0,3.0,1.0,5.0,1.0
2968,34095.0,12.0,4,0,6,6,0,2,1,6,1.0,1.0,1.0,1.0,7.0,7.0
2969,34096.0,82.0,3,1,2,0,1,11,1,1,1.0,88.0,1.0,1.0,3.0,1.0
2970,34097.0,14.0,4,5,6,8,0,6,1,8,3.0,1.0,3.0,3.0,1.0,1.0
2971,34098.0,7.0,4,0,5,0,0,11,1,0,1.0,1.0,2.0,1.0,2.0,2.0
2972,34099.0,19.0,4,5,2,15,0,4,1,15,1.0,2.0,2.0,1.0,2.0,2.0
2973,34100.0,23.0,1,1,4,0,3,10,1,3,5.0,1.0,1.0,5.0,2.0,4.0
2975,34102.0,16.0,4,5,6,9,0,6,1,9,2.0,2.0,2.0,2.0,2.0,4.0
2977,34104.0,5.0,1,0,6,0,0,6,2,0,2.0,2.0,1.0,2.0,1.0,6.0
2978,34105.0,10.0,4,0,7,4,0,11,1,4,1.0,1.0,1.0,1.0,5.0,7.0
2979,34106.0,2.0,1,0,7,0,0,8,2,0,2.0,1.0,1.0,2.0,1.0,1.0
2980,34107.0,62.0,3,6,1,0,5,7,1,5,9.0,3.0,2.0,9.0,5.0,6.0
2981,34108.0,25.0,3,5,3,0,3,4,1,3,1.0,1.0,5.0,1.0,7.0,3.0
2982,34109.0,47.0,3,1,4,0,4,11,1,4,1.0,3.0,1.0,1.0,6.0,2.0
2984,34111.0,44.0,3,1,3,0,3,9,1,3,8.0,1.0,2.0,8.0,1.0,3.0
2987,34114.0,69.0,4,3,1,0,3,5,1,3,3.0,1.0,3.0,3.0,3.0,2.0
2988,34115.0,3.0,3,0,4,0,0,11,1,0,1.0,1.0,1.0,1.0,7.0,8.0
2991,34118.0,39.0,4,1,3,0,4,9,1,4,1.0,3.0,8.0,1.0,5.0,5.0
2994,34121.0,19.0,4,5,7,15,0,5,1,15,1.0,1.0,1.0,1.0,1.0,2.0
2995,34122.0,73.0,3,5,1,0,3,5,1,3,1.0,3.0,1.0,1.0,5.0,4.0
2996,34123.0,43.0,3,1,5,0,5,11,1,5,6.0,2.0,3.0,6.0,5.0,5.0
2999,34126.0,14.0,4,5,3,8,0,7,1,8,1.0,1.0,1.0,1.0,2.0,1.0
3001,34128.0,51.0,3,1,4,0,3,11,1,3,8.0,3.0,1.0,8.0,3.0,3.0
3002,34129.0,33.0,1,1,5,0,1,4,2,1,2.0,2.0,2.0,2.0,1.0,1.0
3005,34132.0,27.0,1,1,5,0,4,6,2,4,1.0,1.0,1.0,1.0,1.0,1.0
3006,34133.0,61.0,4,6,1,0,3,5,1,3,1.0,4.0,7.0,1.0,3.0,2.0
3007,34134.0,6.0,1,0,7,0,0,5,2,0,5.0,3.0,5.0,5.0,4.0,4.0
3008,34135.0,77.0,3,1,2,0,1,7,1,1,8.0,1.0,1.0,8.0,1.0,8.0
3010,34137.0,12.0,4,0,6,6,0,8,1,6,2.0,2.0,3.0,2.0,1.0,2.0
3011,34138.0,78.0,3,3,1,0,4,4,1,4,8.0,8.0,1.0,8.0,2.0,1.0
3014,34141.0,26.0,3,1,2,0,5,11,1,5,2.0,1.0,1.0,2.0,4.0,1.0
3015,34142.0,9.0,1,0,4,3,0,8,1,3,2.0,1.0,2.0,2.0,1.0,4.0
3017,34144.0,46.0,3,1,3,0,5,11,1,5,8.0,7.0,4.0,8.0,8.0,5.0
3018,34145.0,54.0,3,2,1,0,3,6,1,3,8.0,1.0,1.0,8.0,6.0,7.0
3019,34146.0,6.0,4,0,5,1,0,4,1,1,10.0,8.0,88.0,10.0,10.0,8.0
3021,34148.0,69.0,3,1,2,0,3,9,1,3,6.0,3.0,8.0,6.0,7.0,2.0
3023,34150.0,64.0,2,1,3,0,3,9,1,3,7.0,3.0,3.0,7.0,1.0,1.0
3024,34151.0,13.0,5,0,4,7,0,12,1,7,1.0,1.0,2.0,1.0,4.0,1.0
3025,34152.0,50.0,3,3,1,0,2,7,1,2,1.0,1.0,1.0,1.0,1.0,1.0
3027,34154.0,13.0,3,0,4,6,0,11,1,6,8.0,3.0,6.0,8.0,5.0,4.0
3028,34155.0,38.0,3,1,4,0,5,11,1,5,8.0,2.0,2.0,8.0,3.0,2.0
3029,34156.0,13.0,1,0,7,7,0,99,2,7,6.0,1.0,1.0,6.0,1.0,5.0
3030,34157.0,14.0,3,5,5,8,0,11,1,8,2.0,1.0,1.0,2.0,4.0,2.0
3034,34161.0,31.0,1,1,4,0,1,0,1,1,4.0,1.0,1.0,4.0,5.0,1.0
3035,34162.0,30.0,1,6,7,0,1,5,2,1,9.0,9.0,4.0,9.0,4.0,1.0
3038,34165.0,52.0,3,6,4,0,3,10,1,3,5.0,1.0,5.0,5.0,2.0,3.0
3040,34167.0,81.0,3,3,1,0,1,2,1,1,99.0,1.0,1.0,99.0,6.0,1.0
3042,34169.0,26.0,1,5,3,0,5,7,2,5,3.0,3.0,5.0,3.0,5.0,6.0
3043,34170.0,6.0,4,0,3,0,0,7,1,0,1.0,1.0,3.0,1.0,9.0,1.0
3044,34171.0,8.0,2,0,3,2,0,8,1,2,1.0,1.0,1.0,1.0,1.0,1.0
3046,34173.0,78.0,3,1,2,0,3,4,1,3,8.0,1.0,8.0,8.0,3.0,5.0
3047,34174.0,16.0,3,5,4,10,0,9,1,10,2.0,3.0,3.0,2.0,4.0,3.0
3049,34176.0,45.0,1,1,7,0,1,8,2,1,7.0,4.0,1.0,7.0,88.0,2.0
